Dose,yhat_mean,yhat_SD,d
2.5,2.2095015878219457,0.7967082468555462,2.3080048590657536
2.55,2.1435009092320136,0.7729095380333922,2.3740055376556857
2.6,2.0794717565275294,0.7498217275154003,2.43803469036017
2.65,2.0173552376728368,0.7274235798470494,2.5001512092148626
2.7,1.9570942198137757,0.7056944939043909,2.5604122270739236
2.75,1.8986332767286542,0.684614483945773,2.618873170159045
2.8,1.8419186378489212,0.6641641612295719,2.6755878090387784
2.85,1.7868981388026586,0.6443247161810274,2.7306083080850407
2.9,1.7335211734354057,0.6250779010917773,2.7839852734522936
2.95,1.68173864726418,0.6064060133361786,2.835767799623519
3.0,1.6315029323218944,0.5882918790889808,2.8860035145658047
3.05,1.5827678233506186,0.570718837529371,2.934738623537081
3.1,1.5354884953034147,0.553670725516866,2.9820179515842846
3.15,1.4896214621156447,0.5371318627249565,3.0278849847720544
3.2,1.4451245367078303,0.5210870372188258,3.0723819101798693
3.25,1.4019567921832834,0.5055214914638836,3.1155496547044157
3.3,1.3600785241848092,0.4904209087522409,3.1574279227028903
3.35,1.319451214375867,0.47577140003464513,3.198055232511832
3.4,1.2800374950125952,0.4615594911457617,3.237468951875104
3.45,1.2418011145741137,0.447772110411053,3.275705332313586
3.5,1.2047069044194973,0.4343965766238571,3.312799542468202
3.55,1.1687207464407452,0.4214205873816042,3.348785700446954
3.6,1.133809541682001,0.4088322077704485,3.3836969052056984
3.65,1.0999411798961565,0.3966198593879027,3.417565266991543
3.7,1.0670845100108355,0.38477230969338083,3.4504219368768636
3.75,1.0352093114766059,0.37327866167685575,3.4822971354110934
3.8,1.0042862664710466,0.36212834383612486,3.5132201804166527
3.85,0.9742869329331243,0.35131110045346975,3.543219513954575
3.9,0.9451837184030643,0.3408169821627644,3.572322728484635
3.95,0.9169498546436574,0.33063633679835464,3.600556592244042
4.0,0.8895593730196639,0.32075980051729563,3.6279470738680355
4.05,0.8629870806126652,0.3111782891867779,3.654519366275034
4.1,0.837208537049396,0.30188299002882296,3.6802979098383033
4.15,0.812200032022244,0.2928653535145621,3.705306414865455
4.2,0.7879385634812434,0.28411708550064513,3.729567883406456
4.25,0.764401816477498,0.27563013960054217,3.7531046304102014
4.3,0.7415681426385827,0.2673967097837271,3.7759383042491166
4.35,0.7194165402570386,0.2594092231959313,3.798089906630661
4.4,0.6979266349736517,0.2516603331938669,3.8195798119140476
4.45,0.6770786610377483,0.24414291258801113,3.840427785849951
4.5,0.6568534431272666,0.23685004708723745,3.860653003760433
4.55,0.637232378711889,0.2297750289392646,3.8802740681758103
4.6,0.6181974209430103,0.22291135076107316,3.8993090259446888
4.65,0.5997310620548023,0.2162526995536158,3.917775384832897
4.7,0.5818163172611146,0.20979295089531633,3.9356901296265847
4.75,0.5644367091333908,0.20352616330901518,3.9530697377543085
4.8,0.5475762524452401,0.19744657279718303,3.969930194442459
4.85,0.5312194394697202,0.19154858754037374,3.986287007417979
4.9,0.5153512257158087,0.18582678275404163,4.002155221171891
4.95,0.4999570160909465,0.1802758956989928,4.017549430796753
5.0,0.4850226514769214,0.1748908208408795,4.032483795410778
