Dose,yhat_mean,yhat_SD,d
2.8,1.772783641698321,0.48350134682826623,2.722119488240959
2.85,1.7198282946688757,0.4690585344013834,2.775074835270404
2.9,1.6684547925487858,0.45504714751688335,2.826448337390494
2.95,1.6186158835786424,0.4414542989341704,2.8762872463606373
3.0,1.570265727470385,0.4282674863712431,2.9246374024688944
3.05,1.5233598532448214,0.4154745810054813,2.971543276694458
3.1,1.4778551183285953,0.40306381631792965,3.0170480116106844
3.15,1.4337096688729813,0.39102377727081816,3.0611934610662983
3.2,1.3908829012580084,0.3793433898083618,3.1040202286812715
3.25,1.3493354247465046,0.3680119106711879,3.145567705192775
3.3,1.3090290252537151,0.3570189175150167,3.1858741046855643
3.35,1.2699266301991674,0.3463542993245122,3.2249764997401122
3.4,1.23199227440846,0.3360082471134827,3.2629108555308197
3.45,1.195191067033602,0.3259712449028779,3.2997120629056775
3.5,1.1594891594614947,0.3162340609682861,3.335413970477785
3.55,1.1248537141810202,0.30678773934887893,3.3700494157582597
3.6,1.0912528745801136,0.29762359160999563,3.403650255359166
3.65,1.058655735645038,0.2887331888517897,3.4362473942942415
3.7,1.027032315534906,0.2801083539565866,3.4678708144043737
3.75,0.9963535280053104,0.2717411540678244,3.498549601933969
3.8,0.9665911556556949,0.263623893293657,3.528311974283585
3.85,0.9377178239758607,0.25574910562851066,3.557185305963419
3.9,0.90970697616774,0.24810954808608346,3.5851961537715398
3.95,0.8825328487192715,0.24069819403746953,3.612370281220008
4.0,0.856170447707921,0.2335082267482836,3.6387326822313586
4.05,0.830595525812041,0.22653303310883893,3.664307604127239
4.1,0.8057845600089362,0.21976619755161375,3.6891185699303435
4.15,0.781714729939112,0.21320149615041034,3.713188400000168
4.2,0.7583638969168164,0.20683289089578044,3.736539233022463
4.25,0.7357105835675576,0.20065452414145024,3.759192546371722
4.3,0.7137339540738806,0.19466071321663864,3.781169175865399
4.35,0.692413795011226,0.18884594519931253,3.8024893349280537
4.4,0.6717304967562464,0.18320487184557097,3.823172633183033
4.45,0.6516650354504829,0.1777323046704965,3.8432380944887967
4.5,0.6321989555028046,0.1724232101759463,3.862704174436475
4.55,0.613314352614529,0.16727270522089668,3.8815887773247506
4.6,0.594993857311601,0.16227605253008062,3.8999092726276787
4.65,0.5772206189686864,0.1574286563367885,3.917682510970593
4.7,0.5599782903104894,0.15272605815582413,3.93492483962879
4.75,0.5432510123760321,0.14816393268272757,3.9516521175632473
4.8,0.5270233999320734,0.14373808381549374,3.967879730007206
4.85,0.5112805273222469,0.1394444407951278,3.9836226026170327
4.9,0.4960079147389032,0.1352790544614865,3.9988952152003763
4.95,0.48119151490503126,0.13123809362096323,4.013711615034248
5.0,0.4668177001540057,0.12731784152267386,4.028085429785274
